Ensembl.ID	Gene.Symbol	GNF.GeneAtlas.Specificity
ENSMUSG00000030562	Nox4	TRE
ENSMUSG00000030577	Cd22	TRE
ENSMUSG00000030584	Dpf1	TRE
ENSMUSG00000030587	2200002D01Rik	TRE
ENSMUSG00000030589	Rasgrp4	TRE
ENSMUSG00000030590	Fam98c	TRE
ENSMUSG00000030592	Ryr1	TRE
ENSMUSG00000030598	Fbxo17	TRE
ENSMUSG00000030610	Det1	TRE
ENSMUSG00000030617	Ccdc83	TRE
ENSMUSG00000030621	Me3	TRE
ENSMUSG00000030630	Fah	TRE
ENSMUSG00000030638	Sh3gl3	TRE
ENSMUSG00000030641	4632434I11Rik	TRE
ENSMUSG00000030643	Rab30	TRE
ENSMUSG00000030650	Tmc5	TRE
ENSMUSG00000030651	Art2b	TRE
ENSMUSG00000030666	Calcb	TRE
ENSMUSG00000030669	Calca	TRE
ENSMUSG00000030670	Cyp2r1	TRE
ENSMUSG00000030674	Qprt	TRE
ENSMUSG00000030683	Sez6l2	TRE
ENSMUSG00000030685	Kctd13	TRE
ENSMUSG00000030699	Tbx6	TRE
ENSMUSG00000030701	Plekhb1	TRE
ENSMUSG00000030703	Gdpd3	TRE
ENSMUSG00000030708	Dnajb13	TRE
ENSMUSG00000030724	Cd19	TRE
ENSMUSG00000030729	Pgm2l1	TRE
ENSMUSG00000030731	Syt3	TRE
ENSMUSG00000030737	Slco2b1	TRE
ENSMUSG00000030742	Lat	TRE
ENSMUSG00000030745	Il21r	TRE
ENSMUSG00000030748	Il4ra	TRE
ENSMUSG00000030752	Jmjd5	TRE
ENSMUSG00000030769	Slc5a11	TRE
ENSMUSG00000030775	Trat1	TRE
ENSMUSG00000030785	Cox6a2	TRE
ENSMUSG00000030786	Itgam	TRE
ENSMUSG00000030787	Lyve1	TRE
ENSMUSG00000030789	Itgax	TRE
ENSMUSG00000030790	Adm	TRE
ENSMUSG00000030792	Dkkl1	TRE
ENSMUSG00000030796	Tead2	TRE
ENSMUSG00000030798	Cd37	TRE
ENSMUSG00000030801	Myst1	TRE
ENSMUSG00000030806	Stx1b	TRE
ENSMUSG00000030811	Fbxl19	TRE
ENSMUSG00000030815	Phkg2	TRE
ENSMUSG00000030816	Rnf40	TRE
ENSMUSG00000030830	Itgal	TRE
ENSMUSG00000030838	Ush1c	TRE
ENSMUSG00000030851	Ldhc	TRE
ENSMUSG00000030854	Ptpn5	TRE
ENSMUSG00000030865	2010110P09Rik	TRE
ENSMUSG00000030866	Ern2	TRE
ENSMUSG00000030873	Scnn1b	TRE
ENSMUSG00000030877	4933427G17Rik	TRE
ENSMUSG00000030887	Pdzd9	TRE
ENSMUSG00000030889	Vwa3a	TRE
ENSMUSG00000030922	Lyrm1	TRE
ENSMUSG00000030924	2610020H08Rik	TRE
ENSMUSG00000030929	Eri2	TRE
ENSMUSG00000030945	Acsm2	TRE
ENSMUSG00000030946	Lhpp	TRE
ENSMUSG00000030979	Uros	TRE
ENSMUSG00000030994	D7Ertd443e	TRE
ENSMUSG00000030996	Art1	TRE
ENSMUSG00000031026	Trim66	TRE
ENSMUSG00000031027	Stk33	TRE
ENSMUSG00000031028	Tub	TRE
ENSMUSG00000031066	Usp11	TRE
ENSMUSG00000031097	Tnni2	TRE
ENSMUSG00000031104	Rab33a	TRE
ENSMUSG00000031107	Rbmx2	TRE
ENSMUSG00000031125	3830403N18Rik	TRE
ENSMUSG00000031129	Slc9a9	TRE
ENSMUSG00000031137	Fgf13	TRE
ENSMUSG00000031138	F9	TRE
ENSMUSG00000031139	Mcf2	TRE
ENSMUSG00000031142	Cacna1f	TRE
ENSMUSG00000031144	Syp	TRE
ENSMUSG00000031145	Prickle3	TRE
ENSMUSG00000031147	Magix	TRE
ENSMUSG00000031149	Praf2	TRE
ENSMUSG00000031150	Ccdc120	TRE
ENSMUSG00000031155	Pim2	TRE
ENSMUSG00000031162	Gata1	TRE
ENSMUSG00000031163	Glod5	TRE
ENSMUSG00000031169	Porcn	TRE
ENSMUSG00000031196	F8	TRE
ENSMUSG00000031227	Magee1	TRE
ENSMUSG00000031253	Srpx2	TRE
ENSMUSG00000031258	Xkrx	TRE
ENSMUSG00000031266	Gla	TRE
ENSMUSG00000031273	Col4a6	TRE
ENSMUSG00000031283	Chrdl1	TRE
ENSMUSG00000031286	Glt28d2	TRE
ENSMUSG00000031289	Il13ra2	TRE
ENSMUSG00000031293	Rs1	TRE
ENSMUSG00000031297	Slc7a3	TRE
ENSMUSG00000031310	Zmym3	TRE
ENSMUSG00000031312	Itgb1bp2	TRE
ENSMUSG00000031327	Chic1	TRE
ENSMUSG00000031329	Tsx	TRE
ENSMUSG00000031343	Gabra3	TRE
ENSMUSG00000031351	Zfp185	TRE
ENSMUSG00000031355	Arhgap6	TRE
ENSMUSG00000031371	Haus7	TRE
ENSMUSG00000031373	Car5b	TRE
ENSMUSG00000031377	Bmx	TRE
ENSMUSG00000031380	Figf	TRE
ENSMUSG00000031382	Asb11	TRE
ENSMUSG00000031385	Plxnb3	TRE
ENSMUSG00000031390	Avpr2	TRE
ENSMUSG00000031397	Tktl1	TRE
ENSMUSG00000031425	Plp1	TRE
ENSMUSG00000031430	Vsig1	TRE
ENSMUSG00000031444	F10	TRE
ENSMUSG00000031445	Proz	TRE
ENSMUSG00000031448	Adprhl1	TRE
ENSMUSG00000031452	1700029H14Rik	TRE
ENSMUSG00000031461	Myom2	TRE
ENSMUSG00000031480	Thsd1	TRE
ENSMUSG00000031482	Slc25a15	TRE
ENSMUSG00000031486	Gpr124	TRE
ENSMUSG00000031487	Brf2	TRE
ENSMUSG00000031488	Rab11fip1	TRE
ENSMUSG00000031495	Cd209d	TRE
ENSMUSG00000031497	Tnfsf13b	TRE
ENSMUSG00000031512	1700018L24Rik	TRE
ENSMUSG00000031519	Asb5	TRE
ENSMUSG00000031539	Ap3m2	TRE
ENSMUSG00000031545	Agpat6	TRE
ENSMUSG00000031551	Ido1	TRE
ENSMUSG00000031552	Adam18	TRE
ENSMUSG00000031553	Adam3	TRE
ENSMUSG00000031554	Adam5	TRE
ENSMUSG00000031562	Dctd	TRE
ENSMUSG00000031574	Star	TRE
ENSMUSG00000031576	Kcnu1	TRE
ENSMUSG00000031594	Fgl1	TRE
ENSMUSG00000031595	Pdgfrl	TRE
ENSMUSG00000031620	1700007B14Rik	TRE
ENSMUSG00000031629	Mlf1ip	TRE
ENSMUSG00000031631	4933411K20Rik	TRE
ENSMUSG00000031635	Anxa10	TRE
ENSMUSG00000031637	Lrp2bp	TRE
ENSMUSG00000031661	Nkd1	TRE
ENSMUSG00000031662	Snx20	TRE
ENSMUSG00000031682	1700011L22Rik	TRE
ENSMUSG00000031698	Mylk3	TRE
ENSMUSG00000031710	Ucp1	TRE
ENSMUSG00000031723	Txnl4b	TRE
ENSMUSG00000031727	Pmfbp1	TRE
ENSMUSG00000031728	Zfp821	TRE
ENSMUSG00000031736	4933436C20Rik	TRE
ENSMUSG00000031748	Gnao1	TRE
ENSMUSG00000031750	Il34	TRE
ENSMUSG00000031756	Cenpn	TRE
ENSMUSG00000031766	Slc12a3	TRE
ENSMUSG00000031767	Nudt7	TRE
ENSMUSG00000031772	Cntnap4	TRE
ENSMUSG00000031778	Cx3cl1	TRE
ENSMUSG00000031779	Ccl22	TRE
ENSMUSG00000031780	Ccl17	TRE
ENSMUSG00000031787	Katnb1	TRE
ENSMUSG00000031791	Tmem38a	TRE
ENSMUSG00000031803	B3gnt3	TRE
ENSMUSG00000031805	Jak3	TRE
ENSMUSG00000031809	1700018B08Rik	TRE
ENSMUSG00000031831	Lrrc50	TRE
ENSMUSG00000031837	Necab2	TRE
ENSMUSG00000031840	Rab3a	TRE
ENSMUSG00000031841	Cdh13	TRE
ENSMUSG00000031847	1700030J22Rik	TRE
ENSMUSG00000031849	Comp	TRE
ENSMUSG00000031851	Ntpcr	TRE
ENSMUSG00000031853	BC021891	TRE
ENSMUSG00000031871	Cdh5	TRE
ENSMUSG00000031872	Bean1	TRE
ENSMUSG00000031880	Rrad	TRE
ENSMUSG00000031883	Car7	TRE
ENSMUSG00000031891	Hsd11b2	TRE
ENSMUSG00000031893	Tsnaxip1	TRE
ENSMUSG00000031896	Ctrl	TRE
ENSMUSG00000031903	Pla2g15	TRE
ENSMUSG00000031906	Smpd3	TRE
ENSMUSG00000031919	Tmed6	TRE
ENSMUSG00000031932	Gpr83	TRE
ENSMUSG00000031936	Hephl1	TRE
ENSMUSG00000031937	2200002K05Rik	TRE
ENSMUSG00000031951	Tmem231	TRE
ENSMUSG00000031952	Chst5	TRE
ENSMUSG00000031958	Ldhd	TRE
ENSMUSG00000031962	Cdh15	TRE
ENSMUSG00000031963	Bmper	TRE
ENSMUSG00000031965	Tbx20	TRE
ENSMUSG00000031966	Glb1l3	TRE
ENSMUSG00000031970	Dbndd1	TRE
ENSMUSG00000031971	1700054N08Rik	TRE
ENSMUSG00000031974	Abcb10	TRE
ENSMUSG00000031997	Trpc6	TRE
ENSMUSG00000032014	Oaf	TRE
ENSMUSG00000032021	Crtam	TRE
ENSMUSG00000032028	Fam55b	TRE
ENSMUSG00000032036	Kirrel3	TRE
ENSMUSG00000032038	St3gal4	TRE
ENSMUSG00000032053	Pou2af1	TRE
ENSMUSG00000032056	Btg4	TRE
ENSMUSG00000032057	4833427G06Rik	TRE
ENSMUSG00000032066	Bco2	TRE
ENSMUSG00000032089	Il10ra	TRE
ENSMUSG00000032093	Cd3e	TRE
ENSMUSG00000032094	Cd3d	TRE
ENSMUSG00000032098	Treh	TRE
ENSMUSG00000032101	Ddx25	TRE
ENSMUSG00000032113	Chek1	TRE
ENSMUSG00000032118	Fez1	TRE
ENSMUSG00000032120	C2cd2l	TRE
ENSMUSG00000032122	Slc37a2	TRE
ENSMUSG00000032125	Robo4	TRE
ENSMUSG00000032126	Hmbs	TRE
ENSMUSG00000032131	Abcg4	TRE
ENSMUSG00000032172	Olfm2	TRE
ENSMUSG00000032174	Icam5	TRE
ENSMUSG00000032177	Pde4a	TRE
ENSMUSG00000032179	Bmp5	TRE
ENSMUSG00000032181	Scg3	TRE
ENSMUSG00000032186	Tmod2	TRE
ENSMUSG00000032198	Dock6	TRE
ENSMUSG00000032207	Lipc	TRE
ENSMUSG00000032221	Mns1	TRE
ENSMUSG00000032224	Fam81a	TRE
ENSMUSG00000032226	Gcnt3	TRE
ENSMUSG00000032258	Lca5	TRE
ENSMUSG00000032262	Elovl4	TRE
ENSMUSG00000032267	Usp28	TRE
ENSMUSG00000032268	Tmprss5	TRE
ENSMUSG00000032278	Paqr5	TRE
ENSMUSG00000032297	Celf6	TRE
ENSMUSG00000032311	Nrg4	TRE
ENSMUSG00000032318	Isl2	TRE
ENSMUSG00000032323	Cyp11a1	TRE
ENSMUSG00000032327	Stra6	TRE
ENSMUSG00000032343	Impg1	TRE
ENSMUSG00000032344	E330016A19Rik	TRE
ENSMUSG00000032355	2310046A06Rik	TRE
ENSMUSG00000032356	Rasgrf1	TRE
ENSMUSG00000032357	Tinag	TRE
ENSMUSG00000032363	Adamts7	TRE
ENSMUSG00000032368	Zic1	TRE
ENSMUSG00000032372	Plscr2	TRE
ENSMUSG00000032377	Plscr4	TRE
ENSMUSG00000032380	Dapk2	TRE
ENSMUSG00000032392	Parp16	TRE
ENSMUSG00000032396	Dis3l	TRE
ENSMUSG00000032409	Atr	TRE
ENSMUSG00000032410	Xrn1	TRE
ENSMUSG00000032415	Ube2cbp	TRE
ENSMUSG00000032417	Rwdd2a	TRE
ENSMUSG00000032446	Eomes	TRE
ENSMUSG00000032452	Clstn2	TRE
ENSMUSG00000032456	Nmnat3	TRE
ENSMUSG00000032462	Pik3cb	TRE
ENSMUSG00000032473	Cldn18	TRE
ENSMUSG00000032478	Nme6	TRE
ENSMUSG00000032482	Cspg5	TRE
ENSMUSG00000032484	Ngp	TRE
ENSMUSG00000032487	Ptgs2	TRE
ENSMUSG00000032489	Kif9	TRE
ENSMUSG00000032491	Nradd	TRE
ENSMUSG00000032492	Pth1r	TRE
ENSMUSG00000032495	Lrrc2	TRE
ENSMUSG00000032496	Ltf	TRE
ENSMUSG00000032502	Stac	TRE
ENSMUSG00000032503	Arpp21	TRE
ENSMUSG00000032507	Fbxl2	TRE
ENSMUSG00000032511	Scn5a	TRE
ENSMUSG00000032514	Ttc21a	TRE
ENSMUSG00000032519	Slc25a38	TRE
ENSMUSG00000032528	Vipr1	TRE
ENSMUSG00000032530	Lyzl4	TRE
ENSMUSG00000032532	Cck	TRE
ENSMUSG00000032534	Cep63	TRE
ENSMUSG00000032537	Ephb1	TRE
ENSMUSG00000032556	Bfsp2	TRE
ENSMUSG00000032561	Acpp	TRE
ENSMUSG00000032564	Cpne4	TRE
ENSMUSG00000032567	Aste1	TRE
ENSMUSG00000032572	Col6a4	TRE
ENSMUSG00000032586	Traip	TRE
ENSMUSG00000032589	Bsn	TRE
ENSMUSG00000032591	Mst1	TRE
ENSMUSG00000032595	Cdhr4	TRE
ENSMUSG00000032598	Nckipsd	TRE
ENSMUSG00000032609	Klhdc8b	TRE
ENSMUSG00000032611	1700102P08Rik	TRE
ENSMUSG00000032637	Atxn2l	TRE
ENSMUSG00000032641	Gpr19	TRE
ENSMUSG00000032648	Pygm	TRE
ENSMUSG00000032649	Glt25d2	TRE
ENSMUSG00000032657	Fam189b	TRE
ENSMUSG00000032661	Oas3	TRE
ENSMUSG00000032680	6820408C15Rik	TRE
ENSMUSG00000032688	Malt1	TRE
ENSMUSG00000032690	Oas2	TRE
ENSMUSG00000032714	Syde1	TRE
ENSMUSG00000032715	Trib3	TRE
ENSMUSG00000032725	Folr2	TRE
ENSMUSG00000032726	Bmp8a	TRE
ENSMUSG00000032735	Ablim3	TRE
ENSMUSG00000032739	Pram1	TRE
ENSMUSG00000032750	Gab3	TRE
ENSMUSG00000032769	Trpa1	TRE
ENSMUSG00000032773	Chrm1	TRE
ENSMUSG00000032776	Mctp2	TRE
ENSMUSG00000032783	Troap	TRE
ENSMUSG00000032796	Lama1	TRE
ENSMUSG00000032815	Fanca	TRE
ENSMUSG00000032834	Pwp2	TRE
ENSMUSG00000032839	Trpc1	TRE
ENSMUSG00000032841	Prr5l	TRE
ENSMUSG00000032845	Alpk2	TRE
ENSMUSG00000032850	Rnft2	TRE
ENSMUSG00000032854	Ugt8a	TRE
ENSMUSG00000032878	Ccdc85a	TRE
ENSMUSG00000032890	Rims3	TRE
ENSMUSG00000032892	Rangrf	TRE
ENSMUSG00000032899	Styk1	TRE
ENSMUSG00000032900	1700065I17Rik	TRE
ENSMUSG00000032915	Emr4	TRE
ENSMUSG00000032925	Itgbl1	TRE
ENSMUSG00000032936	Camkv	TRE
ENSMUSG00000032940	Rbm11	TRE
ENSMUSG00000032942	Ucp3	TRE
ENSMUSG00000032946	Rasgrp2	TRE
ENSMUSG00000032968	Inha	TRE
ENSMUSG00000032997	Chpf	TRE
ENSMUSG00000033009	Ogfod1	TRE
ENSMUSG00000033024	Klra9	TRE
ENSMUSG00000033027	Klrc3	TRE
ENSMUSG00000033029	1700088E04Rik	TRE
ENSMUSG00000033033	Calhm2	TRE
ENSMUSG00000033053	1700028P14Rik	TRE
ENSMUSG00000033055	Ankrd54	TRE
ENSMUSG00000033066	Gas7	TRE
ENSMUSG00000033080	Vsx1	TRE
ENSMUSG00000033082	Clec1a	TRE
ENSMUSG00000033114	Slc35d2	TRE
ENSMUSG00000033128	Gga1	TRE
ENSMUSG00000033147	Slc22a15	TRE
ENSMUSG00000033152	Podxl2	TRE
ENSMUSG00000033182	Kbtbd12	TRE
ENSMUSG00000033187	BC016579	TRE
ENSMUSG00000033191	Tie1	TRE
ENSMUSG00000033207	Mamdc2	TRE
ENSMUSG00000033208	S100b	TRE
ENSMUSG00000033233	Trim45	TRE
ENSMUSG00000033249	Hsf4	TRE
ENSMUSG00000033256	Shf	TRE
ENSMUSG00000033276	Stk36	TRE
ENSMUSG00000033308	Dpyd	TRE
ENSMUSG00000033316	Galnt9	TRE
ENSMUSG00000033342	4833424O15Rik	TRE
ENSMUSG00000033350	Chst2	TRE
ENSMUSG00000033356	Pus7l	TRE
ENSMUSG00000033361	Prrg3	TRE
ENSMUSG00000033368	Trim69	TRE
ENSMUSG00000033400	Agl	TRE
ENSMUSG00000033409	Syce1l	TRE
ENSMUSG00000033427	Upb1	TRE
ENSMUSG00000033453	Adamts15	TRE
ENSMUSG00000033470	Cysltr2	TRE
ENSMUSG00000033486	Catsper2	TRE
ENSMUSG00000033488	BC026585	TRE
ENSMUSG00000033508	Asprv1	TRE
ENSMUSG00000033510	Otud7a	TRE
ENSMUSG00000033544	Angptl1	TRE
ENSMUSG00000033554	Dph5	TRE
ENSMUSG00000033569	Bai3	TRE
ENSMUSG00000033576	Apol6	TRE
ENSMUSG00000033578	Tmem35	TRE
ENSMUSG00000033579	Fa2h	TRE
ENSMUSG00000033590	Myo5c	TRE
ENSMUSG00000033594	Spata2l	TRE
ENSMUSG00000033597	Caskin1	TRE
ENSMUSG00000033644	Piwil2	TRE
ENSMUSG00000033669	Zfp7	TRE
ENSMUSG00000033676	Gabrb3	TRE
ENSMUSG00000033688	1300017J02Rik	TRE
ENSMUSG00000033701	Acbd6	TRE
ENSMUSG00000033707	Lrrc24	TRE
ENSMUSG00000033717	Adra2a	TRE
ENSMUSG00000033737	Fndc3c1	TRE
ENSMUSG00000033739	Fkbpl	TRE
ENSMUSG00000033740	St18	TRE
ENSMUSG00000033760	Rbm4b	TRE
ENSMUSG00000033762	Recql4	TRE
ENSMUSG00000033768	Nrxn2	TRE
ENSMUSG00000033769	Exoc6b	TRE
ENSMUSG00000033770	Clcnka	TRE
ENSMUSG00000033777	Tlr13	TRE
ENSMUSG00000033790	Tubgcp5	TRE
ENSMUSG00000033805	Ephx4	TRE
ENSMUSG00000033826	Dnahc8	TRE
ENSMUSG00000033847	Pla2g4c	TRE
ENSMUSG00000033849	B3galt2	TRE
ENSMUSG00000033854	Kcnk10	TRE
ENSMUSG00000033855	Ston1	TRE
ENSMUSG00000033882	Rbm46	TRE
ENSMUSG00000033906	Zdhhc15	TRE
ENSMUSG00000033949	Trim36	TRE
ENSMUSG00000033952	Aspm	TRE
ENSMUSG00000033955	Tnks1bp1	TRE
ENSMUSG00000033965	Slc16a2	TRE
ENSMUSG00000033966	Cdkl4	TRE
ENSMUSG00000033967	2310014L17Rik	TRE
ENSMUSG00000033981	Gria2	TRE
ENSMUSG00000033983	Coil	TRE
ENSMUSG00000034009	Rxfp1	TRE
ENSMUSG00000034023	Fancd2	TRE
ENSMUSG00000034037	Fgd5	TRE
ENSMUSG00000034055	Phka1	TRE
ENSMUSG00000034057	Gm239	TRE
ENSMUSG00000034059	Ypel4	TRE
ENSMUSG00000034098	Fstl5	TRE
ENSMUSG00000034105	4632415K11Rik	TRE
ENSMUSG00000034112	Atp2c2	TRE
ENSMUSG00000034115	Scn11a	TRE
ENSMUSG00000034121	Mks1	TRE
ENSMUSG00000034145	Tmem63c	TRE
ENSMUSG00000034156	Bzrap1	TRE
ENSMUSG00000034171	Faah	TRE
ENSMUSG00000034175	Rhbdd3	TRE
ENSMUSG00000034177	Rnf43	TRE
ENSMUSG00000034194	R3hcc1	TRE
ENSMUSG00000034205	Loxl2	TRE
ENSMUSG00000034209	Rasl10a	TRE
ENSMUSG00000034227	Foxj1	TRE
ENSMUSG00000034239	Gm884	TRE
ENSMUSG00000034258	Mfsd7c	TRE
ENSMUSG00000034266	Batf	TRE
ENSMUSG00000034282	Evpl	TRE
ENSMUSG00000034295	Fhod3	TRE
ENSMUSG00000034320	Slc26a2	TRE
ENSMUSG00000034324	Tmem132c	TRE
ENSMUSG00000034371	Dak	TRE
ENSMUSG00000034379	Wdr5b	TRE
ENSMUSG00000034382	AI661453	TRE
ENSMUSG00000034391	Fbxo15	TRE
ENSMUSG00000034394	Lif	TRE
ENSMUSG00000034401	Spata6	TRE
ENSMUSG00000034402	Kcnh5	TRE
ENSMUSG00000034427	Myo15b	TRE
ENSMUSG00000034429	Zfp707	TRE
ENSMUSG00000034438	Gbp8	TRE
ENSMUSG00000034449	Dhrs11	TRE
ENSMUSG00000034450	Gulo	TRE
ENSMUSG00000034452	Slc24a1	TRE
ENSMUSG00000034457	Eda2r	TRE
ENSMUSG00000034463	Scara3	TRE
ENSMUSG00000034467	Dynlrb2	TRE
ENSMUSG00000034472	Rasd2	TRE
ENSMUSG00000034528	Hsd17b13	TRE
ENSMUSG00000034579	Pla2g3	TRE
ENSMUSG00000034586	C630004H02Rik	TRE
ENSMUSG00000034601	2700049A03Rik	TRE
ENSMUSG00000034623	Prss55	TRE
ENSMUSG00000034641	Cd300ld	TRE
ENSMUSG00000034652	Cd300a	TRE
ENSMUSG00000034656	Cacna1a	TRE
ENSMUSG00000034664	Itga2b	TRE
ENSMUSG00000034683	Ppp1r1c	TRE
ENSMUSG00000034684	Sema3f	TRE
ENSMUSG00000034685	Fam171a2	TRE
ENSMUSG00000034687	Fras1	TRE
ENSMUSG00000034706	Dnaic2	TRE
ENSMUSG00000034730	Bai1	TRE
ENSMUSG00000034731	Dgkh	TRE
ENSMUSG00000034755	Pcdh11x	TRE
ENSMUSG00000034758	Tle6	TRE
ENSMUSG00000034771	Tle2	TRE
ENSMUSG00000034777	Vax2	TRE
ENSMUSG00000034780	B3galt1	TRE
ENSMUSG00000034785	Dio1	TRE
ENSMUSG00000034786	Gpsm3	TRE
ENSMUSG00000034796	Cpne7	TRE
ENSMUSG00000034799	Unc13a	TRE
ENSMUSG00000034810	Scn7a	TRE
ENSMUSG00000034813	Grip1	TRE
ENSMUSG00000034818	Celf5	TRE
ENSMUSG00000034825	Nrip3	TRE
ENSMUSG00000034829	Nxnl1	TRE
ENSMUSG00000034833	Tespa1	TRE
ENSMUSG00000034837	Gnat1	TRE
ENSMUSG00000034839	Larp6	TRE
ENSMUSG00000034848	Ttc21b	TRE
ENSMUSG00000034854	Mfsd12	TRE
ENSMUSG00000034855	Cxcl10	TRE
ENSMUSG00000034881	Tbxa2r	TRE
ENSMUSG00000034883	Lrr1	TRE
ENSMUSG00000034911	Ushbp1	TRE
ENSMUSG00000034912	Mdga2	TRE
ENSMUSG00000034947	Tmem106a	TRE
ENSMUSG00000034949	Zfr2	TRE
ENSMUSG00000034958	Atcay	TRE
ENSMUSG00000034990	Otoa	TRE
ENSMUSG00000035004	Igsf6	TRE
ENSMUSG00000035031	C8a	TRE
ENSMUSG00000035041	Creb3l3	TRE
ENSMUSG00000035042	Ccl5	TRE
ENSMUSG00000035057	4933434I20Rik	TRE
ENSMUSG00000035067	Xkr6	TRE
ENSMUSG00000035078	Mtmr9	TRE
ENSMUSG00000035095	Fam167a	TRE
ENSMUSG00000035105	Egln3	TRE
ENSMUSG00000035109	Shc4	TRE
ENSMUSG00000035112	Wnk4	TRE
ENSMUSG00000035126	Wdr78	TRE
ENSMUSG00000035131	Fam5c	TRE
ENSMUSG00000035164	Zc3h12c	TRE
ENSMUSG00000035179	Ppp1r32	TRE
ENSMUSG00000035186	Ubd	TRE
ENSMUSG00000035200	Chrnb4	TRE
ENSMUSG00000035226	Rims4	TRE
ENSMUSG00000035228	Ccdc106	TRE
ENSMUSG00000035237	Lcat	TRE
ENSMUSG00000035266	Helq	TRE
ENSMUSG00000035273	Hpse	TRE
ENSMUSG00000035274	Tpbg	TRE
ENSMUSG00000035277	Arx	TRE
ENSMUSG00000035283	Adrb1	TRE
ENSMUSG00000035298	Klhl35	TRE
ENSMUSG00000035352	Ccl12	TRE
ENSMUSG00000035370	Adat3	TRE
ENSMUSG00000035373	Ccl7	TRE
ENSMUSG00000035378	Shq1	TRE
ENSMUSG00000035385	Ccl2	TRE
ENSMUSG00000035390	Brsk1	TRE
ENSMUSG00000035394	Ccdc11	TRE
ENSMUSG00000035397	Klf16	TRE
ENSMUSG00000035407	Kank4	TRE
ENSMUSG00000035439	Haus8	TRE
ENSMUSG00000035448	Ccr3	TRE
ENSMUSG00000035456	Prdm8	TRE
ENSMUSG00000035458	Tnni3	TRE
ENSMUSG00000035459	Stab2	TRE
ENSMUSG00000035506	Slc12a8	TRE
ENSMUSG00000035517	Tdrd7	TRE
ENSMUSG00000035539	E230008N13Rik	TRE
ENSMUSG00000035540	Gc	TRE
ENSMUSG00000035561	Aldh1b1	TRE
ENSMUSG00000035566	Pcdh17	TRE
ENSMUSG00000035578	Iqcg	TRE
ENSMUSG00000035606	Ky	TRE
ENSMUSG00000035615	Frmpd1	TRE
ENSMUSG00000035638	Muc20	TRE
ENSMUSG00000035640	Dos	TRE
ENSMUSG00000035653	Lrfn5	TRE
ENSMUSG00000035678	Tnfsf9	TRE
ENSMUSG00000035681	Kcnc2	TRE
ENSMUSG00000035697	Hmha1	TRE
ENSMUSG00000035699	Osta	TRE
ENSMUSG00000035711	Dok3	TRE
ENSMUSG00000035735	Dagla	TRE
ENSMUSG00000035759	Bbs10	TRE
ENSMUSG00000035769	Xylb	TRE
ENSMUSG00000035775	Krt20	TRE
ENSMUSG00000035799	Twist1	TRE
ENSMUSG00000035818	9930023K05Rik	TRE
ENSMUSG00000035835	BC005764	TRE
ENSMUSG00000035842	Ddx11	TRE
ENSMUSG00000035849	Krt222	TRE
ENSMUSG00000035852	9130017N09Rik	TRE
ENSMUSG00000035860	Cdhr3	TRE
ENSMUSG00000035864	Syt1	TRE
ENSMUSG00000035878	Agphd1	TRE
ENSMUSG00000035890	Rnf126	TRE
ENSMUSG00000035896	Rnase1	TRE
ENSMUSG00000035910	Dcdc2a	TRE
ENSMUSG00000035914	Cd276	TRE
ENSMUSG00000035919	Bbs9	TRE
ENSMUSG00000035929	H2-Q4	TRE
ENSMUSG00000035930	Chst4	TRE
ENSMUSG00000035944	Ttc38	TRE
ENSMUSG00000035951	Ascl3	TRE
ENSMUSG00000035954	Dock4	TRE
ENSMUSG00000035964	Tmem59l	TRE
ENSMUSG00000035983	Gm7008	TRE
ENSMUSG00000036013	Fam122c	TRE
ENSMUSG00000036022	Fam122b	TRE
ENSMUSG00000036040	Adamtsl2	TRE
ENSMUSG00000036054	Sugp2	TRE
ENSMUSG00000036061	Smug1	TRE
ENSMUSG00000036062	N28178	TRE
ENSMUSG00000036067	Slc2a6	TRE
ENSMUSG00000036095	Dgkb	TRE
ENSMUSG00000036098	Gm98	TRE
ENSMUSG00000036103	Colec12	TRE
ENSMUSG00000036106	Prr5	TRE
ENSMUSG00000036111	Lmo1	TRE
ENSMUSG00000036139	Hoxc9	TRE
ENSMUSG00000036144	Meox2	TRE
ENSMUSG00000036151	Tm6sf2	TRE
ENSMUSG00000036168	Ccdc38	TRE
ENSMUSG00000036172	Cd200r3	TRE
ENSMUSG00000036185	Ng23	TRE
ENSMUSG00000036192	Rorb	TRE
ENSMUSG00000036196	Slc26a8	TRE
ENSMUSG00000036214	Znrd1as	TRE
ENSMUSG00000036216	Leap2	TRE
ENSMUSG00000036218	Pdzrn4	TRE
ENSMUSG00000036246	Gmip	TRE
ENSMUSG00000036295	Lrrn3	TRE
ENSMUSG00000036298	Slc2a13	TRE
ENSMUSG00000036330	Slc18a1	TRE
ENSMUSG00000036353	P2ry12	TRE
ENSMUSG00000036362	P2ry13	TRE
ENSMUSG00000036368	Fam82a1	TRE
ENSMUSG00000036381	P2ry14	TRE
ENSMUSG00000036395	Glb1l2	TRE
ENSMUSG00000036401	Glt6d1	TRE
ENSMUSG00000036412	Arsi	TRE
ENSMUSG00000036437	Npy1r	TRE
ENSMUSG00000036466	Megf11	TRE
ENSMUSG00000036469	March1	TRE
ENSMUSG00000036492	Rnf39	TRE
ENSMUSG00000036502	Fam70a	TRE
ENSMUSG00000036510	Cdh8	TRE
ENSMUSG00000036523	Greb1	TRE
ENSMUSG00000036526	Card11	TRE
